https://www.forebet.com/images/fc/285.png,South Sudan - Mali,2,True,1 - 3
https://www.forebet.com/images/fc/285.png,Burundi - Cameroon,2,True,0 - 1
https://www.forebet.com/images/fc/cn.png,Shanghai Jiading - Shenyang City,1,True,1 - 0
https://www.forebet.com/images/fc/cn.png,Tianjin Teda - Shenzhen FC,2,True,1 - 2
https://www.forebet.com/images/fc/cn.png,Shijiazhuang - Meizhou Wuhua,X,True,1 - 1
https://www.forebet.com/images/fc/cn.png,Zibo Sunday - Qingdao Zhongchuang H.,2,False,3 - 1
https://www.forebet.com/images/fc/cn.png,Qingdao Huanghai - Shaanxi Changan,2,False,1 - 1
https://www.forebet.com/images/fc/co.png,Atlético Bucaramanga - Atlético Nacional,X,False,0 - 1
https://www.forebet.com/images/fc/ar.png,Vélez Sársfield - Ind. Rivadavia,1,True,1 - 0
https://www.forebet.com/images/fc/pe.png,Alianza Huánuco - Chavelines Juniors,1,False,1 - 1
https://www.forebet.com/images/fc/br.png,Bahia - Sport Recife,X,False,1 - 0
https://www.forebet.com/images/fc/br.png,Santos FC - Internacional,X,True,1 - 1
https://www.forebet.com/images/fc/br.png,Fluminense RJ - Atlético Mineiro,X,False,5 - 3
https://www.forebet.com/images/fc/us.png,Birmingham Legion - Memphis 901,2,False,1 - 0
https://www.forebet.com/images/fc/bo.png,Bolívar - Blooming,1,True,4 - 0
https://www.forebet.com/images/fc/us.png,Loudoun United - NY Red Bulls II,1,True,1 - 0
https://www.forebet.com/images/fc/br.png,Atlético GO - Avai FC,1,True,2 - 1
https://www.forebet.com/images/fc/br.png,RB Bragantino - Flamengo RJ,X,False,1 - 0
https://www.forebet.com/images/fc/br.png,Santos Macapá/AP - Santana EC/AP,1,False,2 - 2
https://www.forebet.com/images/fc/co.png,Millonarios - Junior Barranquilla,1,False,0 - 0
https://www.forebet.com/images/fc/br.png,Tupi RS - Veranópolis/RS,2,False,1 - 0
https://www.forebet.com/images/fc/ar.png,Racing Club - Agropecuario,X,False,1 - 2
https://www.forebet.com/images/fc/ec.png,Manta FC - El Nacional Quito,2,True,0 - 1
https://www.forebet.com/images/fc/us.png,Miami FC - Indy Eleven,1,False,1 - 1
https://www.forebet.com/images/fc/br.png,Glória/RS - Esportivo/RS,X,True,2 - 2
https://www.forebet.com/images/fc/br.png,São Gabriel - Santa Cruz/RS,2,False,2 - 1
https://www.forebet.com/images/fc/br.png,Cruzeiro - CRB/AL,1,True,2 - 0
https://www.forebet.com/images/fc/br.png,Juventude - Atlético PR,2,True,1 - 3
https://www.forebet.com/images/fc/br.png,América Mineiro - Ceará SC,X,False,0 - 2
https://www.forebet.com/images/fc/ec.png,Santo Domingo - Libertad,X,True,0 - 0
https://www.forebet.com/images/fc/ec.png,Guayaquil SC - CD Olmedo,2,False,3 - 3
https://www.forebet.com/images/fc/bo.png,CA Palmaflor - The Strongest,2,True,1 - 2
https://www.forebet.com/images/fc/iq.png,Zakho FC - Sina'a Baghdad,X,False,
https://www.forebet.com/images/fc/iq.png,Newroz SC (IRQ) - Talaba Baghdad,2,False,
https://www.forebet.com/images/fc/285.png,Zimbabwe - Liberia,1,False,
https://www.forebet.com/images/fc/cd.png,Simba(DRC) - Racing Club Kinshasa,X,False,
https://www.forebet.com/images/fc/ar.png,Rosario Central - Quilmes AC,X,False,
https://www.forebet.com/images/fc/ar.png,Patronato Paraná - Colon Santa Fe,1,False,
https://www.forebet.com/images/fc/ar.png,CA Lanús - Godoy Cruz,1,False,
https://www.forebet.com/images/fc/ar.png,Gimnasia La Plata - Flandria,1,False,
https://www.forebet.com/images/fc/ar.png,Chaco For Ever - Talleres Córdoba,2,False,
https://www.forebet.com/images/fc/ar.png,Belgrano Córdoba - Estudiantes La Plata,1,False,
https://www.forebet.com/images/fc/ar.png,Barracas Central - River Plate,2,False,
https://www.forebet.com/images/fc/ar.png,CA Banfield - Unión Santa Fe,X,False,
https://www.forebet.com/images/fc/ar.png,Atlético Tucumán - Independiente,1,False,
https://www.forebet.com/images/fc/ar.png,Argentinos Juniors - Defensa y Justicia,2,False,
https://www.forebet.com/images/fc/ar.png,CA Aldosivi - Newell's Old Boys,2,False,
https://www.forebet.com/images/fc/253.png,Greece - Cyprus,1,False,
https://www.forebet.com/images/fc/br.png,Palmeiras - Botafogo RJ,1,False,
