False,https://www.forebet.com/images/fc/285.png,South Sudan - Mali,2,1.25,True,1 - 3
False,https://www.forebet.com/images/fc/285.png,Burundi - Cameroon,2,1.33,True,0 - 1
False,https://www.forebet.com/images/fc/cn.png,Shanghai Jiading - Shenyang City,1,-,True,1 - 0
False,https://www.forebet.com/images/fc/cn.png,Tianjin Teda - Shenzhen FC,2,1.91,True,1 - 2
False,https://www.forebet.com/images/fc/cn.png,Shijiazhuang - Meizhou Wuhua,X,-,True,1 - 1
False,https://www.forebet.com/images/fc/cn.png,Zibo Sunday - Qingdao Zhongchuang H.,2,2.25,False,3 - 1
False,https://www.forebet.com/images/fc/cn.png,Qingdao Huanghai - Shaanxi Changan,2,-,False,1 - 1
False,https://www.forebet.com/images/fc/co.png,Atlético Bucaramanga - Atlético Nacional,X,3.30,False,0 - 1
False,https://www.forebet.com/images/fc/ar.png,Vélez Sársfield - Ind. Rivadavia,1,1.40,True,1 - 0
False,https://www.forebet.com/images/fc/pe.png,Alianza Huánuco - Chavelines Juniors,1,4.33,False,1 - 1
False,https://www.forebet.com/images/fc/br.png,Bahia - Sport Recife,X,3.25,False,1 - 0
False,https://www.forebet.com/images/fc/br.png,Santos FC - Internacional,X,3.20,True,1 - 1
False,https://www.forebet.com/images/fc/br.png,Fluminense RJ - Atlético Mineiro,X,3.20,False,5 - 3
False,https://www.forebet.com/images/fc/us.png,Birmingham Legion - Memphis 901,2,2.45,False,1 - 0
False,https://www.forebet.com/images/fc/bo.png,Bolívar - Blooming,1,1.29,True,4 - 0
False,https://www.forebet.com/images/fc/us.png,Loudoun United - NY Red Bulls II,1,1.95,True,1 - 0
False,https://www.forebet.com/images/fc/br.png,Atlético GO - Avai FC,1,1.85,True,2 - 1
False,https://www.forebet.com/images/fc/br.png,RB Bragantino - Flamengo RJ,X,3.40,False,1 - 0
False,https://www.forebet.com/images/fc/br.png,Santos Macapá/AP - Santana EC/AP,1,1.57,False,2 - 2
False,https://www.forebet.com/images/fc/co.png,Millonarios - Junior Barranquilla,1,1.85,False,0 - 0
False,https://www.forebet.com/images/fc/br.png,Tupi RS - Veranópolis/RS,2,1.53,False,1 - 0
False,https://www.forebet.com/images/fc/ar.png,Racing Club - Agropecuario,X,4.33,False,1 - 2
False,https://www.forebet.com/images/fc/ec.png,Manta FC - El Nacional Quito,2,2.30,True,0 - 1
False,https://www.forebet.com/images/fc/us.png,Miami FC - Indy Eleven,1,1.91,False,1 - 1
False,https://www.forebet.com/images/fc/br.png,Glória/RS - Esportivo/RS,X,2.75,True,2 - 2
False,https://www.forebet.com/images/fc/br.png,São Gabriel - Santa Cruz/RS,2,1.95,False,2 - 1
False,https://www.forebet.com/images/fc/br.png,Cruzeiro - CRB/AL,1,1.44,True,2 - 0
False,https://www.forebet.com/images/fc/br.png,Juventude - Atlético PR,2,2.90,True,1 - 3
False,https://www.forebet.com/images/fc/br.png,América Mineiro - Ceará SC,X,3.20,False,0 - 2
False,https://www.forebet.com/images/fc/ec.png,Santo Domingo - Libertad,X,2.88,True,0 - 0
False,https://www.forebet.com/images/fc/ec.png,Guayaquil SC - CD Olmedo,2,2.75,False,3 - 3
False,https://www.forebet.com/images/fc/bo.png,CA Palmaflor - The Strongest,2,2.25,True,1 - 2
False,https://www.forebet.com/images/fc/bj.png,Eternel - ASVO,X,-,False,
False,https://www.forebet.com/images/fc/cd.png,Etoile de Kivu - SM Sanga Balende,1,-,False,
False,https://www.forebet.com/images/fc/cd.png,Blessing - FC Renaissance (DRC),1,-,False,
False,https://www.forebet.com/images/fc/iq.png,Zakho FC - Sina'a Baghdad,X,-,False,
False,https://www.forebet.com/images/fc/iq.png,Newroz SC (IRQ) - Talaba Baghdad,2,-,False,
False,https://www.forebet.com/images/fc/285.png,Zimbabwe - Liberia,1,-,False,
False,https://www.forebet.com/images/fc/cd.png,Simba(DRC) - Racing Club Kinshasa,X,-,False,
False,https://www.forebet.com/images/fc/ar.png,Rosario Central - Quilmes AC,X,-,False,
False,https://www.forebet.com/images/fc/ar.png,Patronato Paraná - Colon Santa Fe,1,-,False,
False,https://www.forebet.com/images/fc/ar.png,CA Lanús - Godoy Cruz,1,-,False,
False,https://www.forebet.com/images/fc/ar.png,Gimnasia La Plata - Flandria,1,-,False,
False,https://www.forebet.com/images/fc/ar.png,Chaco For Ever - Talleres Córdoba,2,-,False,
False,https://www.forebet.com/images/fc/ar.png,Belgrano Córdoba - Estudiantes La Plata,1,-,False,
False,https://www.forebet.com/images/fc/ar.png,Barracas Central - River Plate,2,-,False,
False,https://www.forebet.com/images/fc/ar.png,CA Banfield - Unión Santa Fe,X,-,False,
False,https://www.forebet.com/images/fc/ar.png,Atlético Tucumán - Independiente,1,-,False,
False,https://www.forebet.com/images/fc/ar.png,Argentinos Juniors - Defensa y Justicia,2,-,False,
False,https://www.forebet.com/images/fc/ar.png,CA Aldosivi - Newell's Old Boys,2,-,False,
False,https://www.forebet.com/images/fc/253.png,Greece - Cyprus,1,,False,
False,https://www.forebet.com/images/fc/br.png,Palmeiras - Botafogo RJ,1,,False,
False,https://m.forebet.com/images/fc/285.png,South Sudan - Mali,No,1.36,False,1 - 3
False,https://m.forebet.com/images/fc/285.png,Burundi - Cameroon,No,-,True,0 - 1
False,https://m.forebet.com/images/fc/cn.png,Shanghai Jiading - Shenyang City,No,-,True,1 - 0
False,https://m.forebet.com/images/fc/cn.png,Tianjin Teda - Shenzhen FC,Yes,1.80,True,1 - 2
False,https://m.forebet.com/images/fc/cn.png,Shijiazhuang - Meizhou Wuhua,Yes,-,True,1 - 1
False,https://m.forebet.com/images/fc/cn.png,Zibo Sunday - Qingdao Zhongchuang H.,No,-,False,3 - 1
False,https://m.forebet.com/images/fc/cn.png,Qingdao Huanghai - Shaanxi Changan,No,-,False,1 - 1
False,https://m.forebet.com/images/fc/co.png,Atlético Bucaramanga - Atlético Nacional,Yes,1.91,False,0 - 1
False,https://m.forebet.com/images/fc/ar.png,Vélez Sársfield - Ind. Rivadavia,No,1.50,True,1 - 0
False,https://m.forebet.com/images/fc/pe.png,Alianza Huánuco - Chavelines Juniors,No,-,False,1 - 1
